000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,000
000,075,075,075,075,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
075,075,075,075,075,000,075,075,075,075,000,000,000,000,000,000,075,075,075,075,000,075,075,075,075,000,000,000,000,000,000,000
075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,000
075,075,075,075,075,000,000,000,000,000,000,075,075,075,075,000,075,075,075,075,000,000,000,000,000,000,075,075,075,075,000,000
075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
026,022,021,021,022,027,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
023,075,075,075,075,023,075,075,075,075,075,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000
024,075,075,075,075,024,075,075,075,075,075,075,075,075,075,000,075,075,075,075,075,075,075,000,075,075,075,075,000,075,000,000
023,075,075,075,075,023,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
023,075,075,075,075,023,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
024,075,075,075,075,024,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
024,075,075,075,075,028,022,021,021,022,027,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,075,000,000
023,075,075,075,075,075,075,075,075,075,024,075,075,075,075,075,075,075,000,075,075,075,075,075,075,000,075,075,075,075,000,000
028,022,021,021,022,021,022,022,021,022,029,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000

0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
