000,000,015,063,063,063,057,060,061,060,058,059,060,059,062,063,078,125,135,141,136,136,136,135,139,089,003,051,000,000,000,000
000,052,004,063,063,072,066,068,067,069,070,068,069,067,071,072,063,078,125,075,136,075,142,075,075,124,077,003,051,000,000,000
052,004,063,063,072,076,085,084,084,083,085,084,083,084,085,077,072,072,078,088,125,137,075,137,075,136,124,077,005,000,000,000
014,063,063,072,076,123,075,138,075,139,136,075,075,075,075,124,084,077,072,063,078,086,125,075,136,136,135,091,003,051,000,000
016,063,063,076,123,075,142,075,137,136,136,141,075,137,136,136,075,124,077,072,063,063,078,125,075,141,136,124,077,003,051,000
015,063,072,082,141,075,136,075,075,136,136,136,138,075,075,142,136,139,124,077,072,063,063,078,125,137,136,137,124,077,006,000
016,072,076,123,136,136,137,126,086,087,088,087,088,087,125,075,136,075,135,124,077,072,063,025,078,125,137,136,075,090,003,051
016,076,123,075,136,141,126,079,069,069,069,069,069,069,080,075,137,075,141,075,124,077,072,063,025,082,075,139,137,124,077,006
015,082,140,137,075,126,079,069,069,076,084,083,084,085,123,075,137,136,137,075,135,124,077,063,025,078,125,075,136,138,089,005
014,080,142,137,126,079,069,069,076,123,075,141,075,075,075,142,075,136,139,136,135,075,089,072,025,025,082,136,142,075,090,007
016,082,075,139,091,063,069,076,123,075,136,136,136,139,075,075,138,075,137,138,136,075,124,077,025,025,081,141,075,075,091,006
014,082,075,075,090,063,076,123,075,075,075,126,088,086,125,141,136,136,136,136,136,139,075,091,025,025,078,125,075,137,090,006
015,082,141,136,091,063,080,075,142,075,126,079,025,025,078,125,075,135,137,141,135,075,126,079,025,025,025,081,135,136,091,005
016,081,136,140,090,063,082,136,075,126,079,025,075,025,025,078,088,125,135,136,075,126,079,025,025,025,025,082,136,075,090,007
016,080,138,136,090,063,082,136,139,089,025,025,025,025,075,025,025,078,125,142,126,079,025,025,025,025,025,082,137,139,089,007
014,081,139,137,089,063,081,136,136,090,025,025,025,025,025,075,025,025,081,075,089,025,075,025,025,025,025,081,135,075,091,005
014,081,075,075,091,063,082,075,136,090,025,025,025,025,025,025,075,075,138,139,136,075,025,025,075,025,025,080,136,141,091,006
015,081,140,075,091,063,081,141,136,089,025,025,025,025,025,025,025,025,078,087,079,025,025,075,075,025,076,123,136,075,089,005
016,080,136,137,090,063,081,075,136,091,025,025,075,075,025,025,025,025,025,025,025,025,075,075,025,076,123,075,136,075,091,006
016,082,075,137,091,063,082,138,136,090,025,025,075,075,075,075,025,025,025,076,077,025,025,025,076,123,136,142,135,126,079,007
014,082,136,141,091,063,080,075,137,091,025,025,025,075,075,025,025,025,076,123,124,084,085,084,123,137,136,075,126,079,072,006
016,080,137,075,090,063,082,139,075,124,077,025,025,025,025,025,025,076,123,141,136,135,138,139,136,137,075,126,079,072,093,005
016,081,075,075,090,063,081,075,142,075,124,083,085,084,085,084,085,123,075,136,136,136,135,136,136,075,126,079,072,076,107,005
014,081,139,137,089,072,078,125,136,075,137,075,075,075,139,075,075,137,137,075,138,075,142,075,141,126,079,072,076,123,089,005
016,082,138,136,124,077,072,078,125,139,075,136,141,136,136,136,141,075,135,139,136,137,075,075,126,079,072,076,123,140,091,005
014,082,075,142,075,124,077,072,078,088,087,088,088,087,087,088,088,087,086,088,088,087,088,086,079,072,076,123,137,075,091,007
016,081,140,136,136,137,124,077,066,068,067,070,069,070,067,070,069,069,067,070,068,067,069,067,071,076,123,075,141,142,090,006
015,078,125,075,075,141,075,124,084,084,084,083,085,085,084,085,084,084,083,084,084,083,085,085,084,123,075,139,136,139,090,005
050,002,078,125,140,139,138,075,137,075,142,136,139,075,138,140,136,141,075,075,140,136,075,141,136,137,075,142,136,075,091,005
000,050,002,078,125,075,142,136,137,136,075,137,136,141,075,137,075,139,142,075,136,137,075,138,139,075,141,136,137,142,089,005
